BOOK_ID,FILENAME,LIBRARIES,TITLE,AUTH_LAST,AUTH_FIRST,AUTH_ID,WRITTEN_AS,PUBL_CITY,PUBLISHER,PUBL_DATE,SOURCE,NATIONALITY,GENRE,CLEAN?,GENRE_2,BESTSELLER?
23786,00023786.txt,638,The dragon on the border,Dickson,Gordon R,A_00936,,New York,Ace Books,1992,k,American,,c,,
23787,00023787.txt,2338,The living,Dillard,Annie,A_03892,,New York,Harper & Bros.,1992,k,American,,c,,
23788,00023788.txt,1031,The brothers K,Duncan,David James,A_03901,,New York,"""Doubleday, Page & Co.""",1992,k,American,,c,,
23789,00023789.txt,340,Running mates,Feinstein,John,A_03916,,New York,Villard Books,1992,k,American,,c,,
23790,00023790.txt,904,Net of jewels,Gilchrist,Ellen,A_01353,,Boston,"""Little, Brown""",1992,k,American,,c,,
23791,00023791.txt,599,And do remember me,Golden,Marita,A_03954,,New York,"""Doubleday, Page & Co.""",1992,k,American,,c,,
23792,00023792.txt,1181,Shaman,Gordon,Noah,A_01410,,New York,E.P. Dutton,1992,k,American,,c,,
23793,00023793.txt,1804,Such devoted sisters,Goudge,Eileen,A_01415,,New York,Viking,1992,k,American,,c,,
23794,00023794.txt,599,Jumper,Gould,Steven,A_03956,,New York,TOR,1992,k,American,,c,,
23795,00023795.txt,419,The missing sixth,Graham,Mark,A_01428,,New York,"""Harcourt, Brace & Co.""",1992,k,American,,c,,
23796,00023796.txt,2020,The end of the pier,Grimes,Martha,A_01468,,New York,Alfred A. Knopf,1992,k,American,,c,,
23797,00023797.txt,398,Worlds enough and time,Haldeman,Joe W,A_03967,,New York,Morrow,1992,k,American,,c,,
23798,00023798.txt,1444,My sister the moon,Harrison,Sue,A_01573,,New York,"""Doubleday, Page & Co.""",1992,k,American,,c,,
23799,00023799.txt,597,The heat of Ramadan,Hartov,Steven,A_03978,,New York,"""Harcourt, Brace & Co.""",1992,k,American,,c,,
23800,00023800.txt,449,Painted ladies,Harvey,James Neal,A_03979,,New York,St. Martin's Press,1992,k,American,,c,,
23801,00023801.txt,333,The last Studebaker,Hemley,Robin,A_03992,,"""Saint Paul, MN""",Graywolf Press,1992,k,American,,c,,
23802,00023802.txt,1058,Death by the light of the moon,Hess,Joan,A_01640,,New York,St. Martin's Press,1992,k,American,,c,,
23803,00023803.txt,943,Ripley under water,Highsmith,Patricia,A_01650,,New York,Alfred A. Knopf,1992,k,American,,c,,
23804,00023804.txt,473,Telling lies,Hornsby,Wendy,A_01697,,New York,E.P. Dutton,1992,k,American,,c,,
23805,00023805.txt,1687,The shadow rising,Jordan,Robert,A_04025,,New York,TOR,1992,k,American,,c,,
23806,00023806.txt,1006,Just cause,Katzenbach,John,A_04028,,New York,G.P. Putnam's Sons,1992,k,American,,c,,
23807,00023807.txt,411,Foxglove,Kelly,Mary Anne,A_04033,,New York,St. Martin's Press,1992,k,American,,c,,
23808,00023808.txt,1343,The day the rabbi resigned,Kemelman,Harry,A_01884,,New York,Fawcett Columbine,1992,k,American,,c,,
23809,00023809.txt,354,The last Virginia gentleman,Kilian,Michael,A_04037,,New York,St. Martin's Press,1992,k,American,,c,,
23810,00023810.txt,280,Dolores Claiborne,King,Stephen,A_01912,,Boston,G.K. Hall,1992,k,American,,c,,
23811,00023811.txt,341,Flowers from the storm,Kinsale,Laura,A_04042,,New York,Avon Books,1992,k,American,,c,,
23812,00023812.txt,340,Where do you stop?,Kraft,Eric,A_01957,,New York,Crown Publishers,1992,k,American,,c,,
23813,00023813.txt,2001,Scruples two,Krantz,Judith,A_01958,,New York,Crown Publishers,1992,k,American,,c,,
23814,00023814.txt,757,A case of curiosities,Kurzweil,Allen,A_04054,,New York,"""Harcourt, Brace & Co.""",1992,k,American,,c,,
23815,00023815.txt,1227,She's come undone,Lamb,Wally,A_04057,,New York,Pocket Books,1992,k,American,,c,,
23816,00023816.txt,555,The famous DAR murder mystery,Landrum,Graham,A_04059,,New York,St. Martin's Press,1992,k,American,DET,c,,
23817,00023817.txt,668,The silver hand,Lawhead,Steve,A_02004,,"""Oxford, UK""",Lion Publishing Corporation,1992,k,American,,c,,
23818,00023818.txt,1905,Rum punch,Leonard,Elmore,A_02043,,New York,Delacorte Press,1992,k,American,,c,,
23819,00023819.txt,380,Blue bayou,Lochte,Dick,A_02103,,New York,Simon & Schuster,1992,k,American,,c,,
23820,00023820.txt,272,Mr. Stupid goes to Washington,Malanowski,Jamie,A_04089,,New York,Carol Pub. Group,1992,k,American,,c,,
23821,00023821.txt,333,Crisis on Doona,McCaffrey,Anne,A_02292,,New York,Ace Books,1992,k,American,FANT,c,,
23822,00023822.txt,1461,Crystal line,McCaffrey,Anne,A_02292,,New York,Ballantine Books,1992,k,American,FANT,c,,
23823,00023823.txt,1736,Damia,McCaffrey,Anne,A_02292,,New York,Putnam,1992,k,American,FANT,c,,
23824,00023824.txt,636,The ship who searched,McCaffrey,Anne,A_02292,,New York,Distributed by Simon & Schuster,1992,k,American,FANT,c,,
23825,00023825.txt,432,Boy's life,McCammon,Robert R,A_02295,,New York,Pocket Star Books,1992,k,American,,c,,
23826,00023826.txt,549,Stella Landry,McCorquodale,Robin,A_04103,,New York,Morrow,1992,k,American,,c,,
23827,00023827.txt,1251,Brightness falls,McInerney,Jay,A_02338,,New York,Alfred A. Knopf,1992,k,American,,c,,
23828,00023828.txt,594,Blood on the street,Meyers,Annette,A_02386,,New York,"""Doubleday, Page & Co.""",1992,k,American,,c,,
23829,00023829.txt,600,The Dutchman,Meyers,Annette,A_02386,,New York,"""Doubleday, Page & Co.""",1992,k,American,,c,,
23830,00023830.txt,272,Imbalance,Mitchell,V. E,A_04126,,New York,Pocket Books,1992,k,American,,c,,
23831,00023831.txt,395,The towers of the sunset,Modesitt,L. E.,A_04127,,New York,T. Doherty Associates,1992,k,American,,c,,
23832,00023832.txt,539,Seneca Falls inheritance,Monfredo,Miriam Grace,A_04129,,New York,St. Martin's Press,1992,k,American,,c,,
23833,00023833.txt,586,Practical demonkeeping,Moore,Christopher,A_04131,,New York,St. Martin's Press,1992,k,American,,c,,
23834,00023834.txt,319,Deadly deception,Morris,Gilbert,A_02479,,New York,Fleming H. Revell Co.,1992,k,American,,c,,
23835,00023835.txt,995,The final adversary,Morris,Gilbert,A_02479,,Minneapolis,Bethany House Publishers,1992,k,American,,c,,
23836,00023836.txt,667,The Catswold portal,Murphy,Shirley Rousseau,A_04140,,New York,ROC,1992,k,American,,c,,
23837,00023837.txt,870,A calculated risk,Neville,Katherine,A_04145,,New York,Ballantine Books,1992,k,American,,c,,
23838,00023838.txt,338,The California voodoo game,Niven,Larry,A_02558,,New York,Ballantine Books,1992,k,American,SCI,c,,
23839,00023839.txt,367,Pomona Queen,Nunn,Kem,A_02577,,New York,Pocket Books,1992,k,American,,c,,
23840,00023840.txt,2384,Double deuce,Parker,Robert B.,A_02653,,New York,G.P. Putnam's Sons,1992,k,American,,c,,
23841,00023841.txt,857,The patron saint of liars,Patchett,Ann,A_04164,,Boston,Houghton Mifflin Co.,1992,k,American,,c,,
23842,00023842.txt,1230,Hard fall,Pearson,Ridley,A_02684,,New York,Delacorte Press,1992,k,American,,c,,
23843,00023843.txt,388,Jubilee bride,Peart,Jane,A_02686,,Grand Rapids,Zondervan,1992,k,American,,c,,
23844,00023844.txt,443,Songs of the humpback whale,Picoult,Jodi,A_04176,,Boston,Faber & Faber,1992,k,American,,c,,
23845,00023845.txt,826,High cotton,Pinckney,Darryl,A_04178,,New York,Farrar Straus Giroux,1992,k,American,,c,,
23846,00023846.txt,647,Primitive people,Prose,Francine,A_02817,,New York,"""Farrar, Straus, Giroux""",1992,k,American,,c,,
23847,00023847.txt,858,Postcards,Proulx,Annie,A_04188,,New York/Toronto,Macmillan Co.,1992,k,American,POMO,c,,
23848,00023848.txt,276,Winter eyes,Raphael,Lev,A_04194,,New York,St. Martin's Press,1992,k,American,,c,,
23849,00023849.txt,435,Divine evil,Roberts,Nora,A_02926,,New York,Bantam Books,1992,k,American,,c,,
23850,00023850.txt,1268,Honest illusions,Roberts,Nora,A_02926,,New York,Putnam,1992,k,American,,c,,
23851,00023851.txt,591,Was,Ryman,Geoff,A_04211,,New York,Alfred A. Knopf,1992,k,American,,c,,
23852,00023852.txt,293,The seventh commandment,Sanders,Lawrence,A_03022,,Boston,G.K. Hall,1992,k,American,,c,,YES
23853,00023853.txt,1804,Silent prey,Camp,John Roswell,A_04214,1,New York,G.P. Putnam's Sons,1992,k,American,,c,,
23854,00023854.txt,371,Last refuge,Scarborough,Elizabeth Ann,A_04217,,New York,Bantam Books,1992,k,American,,c,,
23855,00023855.txt,349,Portofino,Schaeffer,Frank,A_04218,,New York/Toronto,Macmillan Co.,1992,k,American,,c,,
23856,00023856.txt,369,Walking dunes,Scofield,Sandra Jean,A_04221,,New York,Permanent Press,1992,k,American,,c,,
23857,00023857.txt,379,The stars shine down,Sheldon,Sidney,A_03103,,New York,W. Morrow,1992,k,American,,c,,
23858,00023858.txt,577,Life-size,Shute,Jenefer,A_04234,,Boston,Houghton Mifflin Co.,1992,k,American,,c,,
23859,00023859.txt,971,Children of the night,Simmons,Dan,A_03144,,New York,Putnam's Sons,1992,k,American,,c,,
23860,00023860.txt,406,A cold day for murder,Stabenow,Dana,A_04244,,New York,Berkley Books,1992,k,American,,c,,
23861,00023861.txt,1744,Mixed blessings,Steel,Danielle,A_03237,,New York,Delacorte Press,1992,k,American,,c,,
23862,00023862.txt,622,Sideshow,Tepper,Sheri S,A_03351,,New York,Bantam Books,1992,k,American,,c,,
23863,00023863.txt,355,Saint Mudd,Thayer,Steve,A_04268,,New York,Viking,1992,k,American,,c,,
23864,00023864.txt,491,Murder at the Pentagon,Truman,Margaret,A_04272,,New York,Random House,1992,k,American,DET,c,,
23865,00023865.txt,1824,Memories of the Ford administration,Updike,John,A_03440,,New York,Alfred A. Knopf,1992,k,American,REAL,c,,
23866,00023866.txt,488,The wolf path,Van Gieson,Judith,A_04278,,New York,Harper & Bros.,1992,k,American,,c,,
23867,00023867.txt,812,Steel beach,Varley,John,A_03466,,New York,G.P. Putnam's Sons,1992,k,American,,c,,
23868,00023868.txt,774,A fire upon the deep,Vinge,Vernor,A_03474,,New York,TOR,1992,k,American,,c,,
23869,00023869.txt,518,Montana women,Volk,Toni,A_04283,,New York,Soho Press,1992,k,American,,c,,
23870,00023870.txt,3056,Possessing the secret of joy,Walker,Alice,A_03488,,New York,"""Harcourt, Brace & Co.""",1992,k,American,,c,,
23871,00023871.txt,625,Little altars everywhere,Wells,Rebecca,A_04293,,"""Seattle, WA""",Broken Moon Press,1992,k,American,,c,,
23872,00023872.txt,320,Begin to exit here,Welter,John,A_04294,,"""Chapel Hill, NC""",Algonquin Press of Chapel Hill,1992,k,American,,c,,
23873,00023873.txt,580,Aristoi,Williams,Walter Jon,A_03654,,New York,TOR,1992,k,American,,c,,
23874,00023874.txt,578,When Nietzsche wept,Yalom,Irvin D.,A_04309,,New York,Basic Books,1992,k,American,,c,,
23875,00023875.txt,1851,Dark force rising,Zahn,Timothy,A_03752,,New York,Bantam Books,1992,k,American,,c,,
25284,00025284.txt,1581,Bastard out of Carolina,Allison,Dorothy,A_04319,,New York/N.Y.,E.P. Dutton,1992,k,American,,c,,
25285,00025285.txt,565,Aquamarine,Anshaw,Carol,A_04322,,Boston,Houghton Mifflin Co.,1992,k,American,,c,,
25286,00025286.txt,905,Anvil of stars,Bear,Greg,A_00213,,New York,Warner Books,1992,k,American,,c,,
25287,00025287.txt,784,Meeting evil,Berger,Thomas,A_00267,,Boston,"""Little, Brown""",1992,k,American,,c,,
25288,00025288.txt,1197,Wildest dreams,Blake,Jennifer,A_00301,,New York,Fawcett Columbine,1992,k,American,,c,,
25289,00025289.txt,1309,A walk among the tombstones,Block,Lawrence,A_00311,,New York,Morrow,1992,k,American,,c,,
25290,00025290.txt,512,Slow poison,Bosworth,Sheila,A_04336,,New York,Alfred A. Knopf,1992,k,American,,c,,
25291,00025291.txt,1140,Green shadows: white whale,Bradbury,Ray,A_00363,,New York,Alfred A. Knopf,1992,k,American,SCI,c,,
25292,00025292.txt,2293,The cat who moved a mountain,Braun,Lilian Jackson,A_00386,,New York,Putnam,1992,k,American,,c,,
25293,00025293.txt,323,Lost souls,Brite,Melissa Ann,A_04340,1,New York/N.Y.,. : Delacorte Press,1992,k,American,,c,,
25294,00025294.txt,1531,Contents under pressure,Buchanan,Edna,A_04552,,New York,Hyperion,1992,k,American,,c,,
25295,00025295.txt,1528,A stained white radiance,Burke,James Lee,A_00479,,New York,Hyperion,1992,k,American,,c,,
25296,00025296.txt,275,Hunger in America,Cates,David Allan,A_04351,,New York,Simon & Schuster,1992,k,American,,c,,
25297,00025297.txt,2004,Decked,Clark,Carol Higgins,A_04356,,New York,Y : Warner Books,1992,k,American,,c,,
25298,00025298.txt,336,All around the town,Clark,Mary Higgins,A_00660,,New York,Simon & Schuster,1992,k,American,,c,,
25299,00025299.txt,752,The forever king,Cochran,Molly,A_04359,,New York,TOR,1992,k,American,,c,,
25300,00025300.txt,267,The man in the window,Cohen,Jon,A_00687,,New York,Y : Warner Books,1992,k,American,,c,,
25301,00025301.txt,660,Gone to the dogs,Conant,Susan,A_04361,,New York,"""Doubleday, Page & Co.""",1992,k,American,,c,,
25302,00025302.txt,2742,Rising sun,Crichton,Michael,A_00785,,New York,Alfred A. Knopf,1992,k,American,ADV,c,,
25303,00025303.txt,2282,Tangled vines,Dailey,Janet,A_00832,,Boston,"""Little, Brown""",1992,k,American,,c,,
25304,00025304.txt,330,As the sparks fly upward,Dank,Gloria,A_04370,,New York,"""Doubleday, Page & Co.""",1992,k,American,,c,,
25305,00025305.txt,415,The werewolf murders,DeAndrea,William L,A_00899,,New York,"""Doubleday, Page & Co.""",1992,k,American,DET,c,,
25306,00025306.txt,727,Fortunate lives,Dew,Robb Forman,A_00923,,New York,W. Morrow,1992,k,American,,c,,
25307,00025307.txt,556,Final answers,Dinallo,Gregory S,A_00944,,New York,Pocket Books,1992,k,American,,c,,
25308,00025308.txt,908,A dark and hungry god arises,Donaldson,Stephen R,A_00968,,New York,Bantam Books,1992,k,American,,c,,
25309,00025309.txt,275,The mansions of limbo,Dunne,Dominick,A_01022,,Boston/Mass.,s. : G.K. Hall,1992,k,American,,c,,
25310,00025310.txt,1331,Booked to die,Dunning,John,A_01026,,New York/Toronto,Macmillan Co.,1992,k,American,,c,,
25311,00025311.txt,736,The losers,Eddings,David,A_01051,,New York,Fawcett Columbine,1992,k,American,,c,,
25312,00025312.txt,349,Dangerous waters,Eidson,Bill,A_04383,,,"""Thorndike, Me. : Thorndike Press""",1992,k,American,,c,,
25313,00025313.txt,725,Strong motion,Franzen,Jonathan,A_01244,,New York,"""Farrar, Straus, Giroux""",1992,k,American,POMO,c,,
25314,00025314.txt,1093,People of the earth,Gear,W. Michael,A_01323,,New York,TOR,1992,k,American,,c,,
25315,00025315.txt,1386,People of the river,Gear,W. Michael,A_01323,,New York,TOR,1992,k,American,,c,,
25316,00025316.txt,1480,For the sake of Elena,George,Elizabeth,A_04576,,New York,Bantam Books,1992,k,American,,c,,
25317,00025317.txt,1574,Mary Queen of Scotland and the Isles,George,Margaret,A_01331,,New York,St. Martin's Press,1992,k,American,,c,,
25318,00025318.txt,599,The unquiet earth,Giardina,Denise,A_04397,,New York,Norton,1992,k,American,,c,,
25319,00025319.txt,611,Impossible vacation,Gray,Spalding,A_04405,,New York,Alfred A. Knopf,1992,k,American,,c,,
25320,00025320.txt,570,The turing option,Harrison,Harry,A_01568,,New York,Warner Books,1992,k,American,,c,,
25321,00025321.txt,729,Trick of the eye,Hitchcock,Jane Stanton,A_04423,,New York/N.Y.,E.P. Dutton,1992,k,American,,c,,
25322,00025322.txt,761,Land of a thousand dreams,Hoff,B. J.,A_04424,,Minneapolis,inn. : Bethany House Publishers,1992,k,American,,c,,
25323,00025323.txt,2251,Turtle moon,Hoffman,Alice,A_01672,,New York,G.P. Putnam's Sons,1992,k,American,,c,,
25324,00025324.txt,1900,Private eyes,Kellerman,Jonathan,A_01875,,New York,Bantam Books,1992,k,American,,c,,
25325,00025325.txt,419,A time of omens,Kerr,Katharine,A_01895,,New York,Bantam Books,1992,k,American,,c,,
25326,00025326.txt,508,The shrine at Altamira,L'Heureux,John,A_01972,,New York/N.Y.,"""., U.S.A. : Viking""",1992,k,American,,c,,
25327,00025327.txt,891,Blood trillium,May,Julian,A_02284,,New York,Bantam Books,1992,k,American,,c,,
25328,00025328.txt,702,Jack the bodiless,May,Julian,A_02284,,New York,Alfred A. Knopf,1992,k,American,,c,,
25329,00025329.txt,421,Scent of evil,Mayor,Archer,A_02289,,New York,Mysterious Press,1992,k,American,,c,,
25330,00025330.txt,1235,Nothing but blue skies,McGuane,Thomas,A_02337,,Boston,Houghton Mifflin Co.,1992,k,American,,c,,
25331,00025331.txt,314,The eye of the hunter,McKiernan,Dennis L.,A_04464,,New York/N.Y.,"""., U.S.A. : ROC""",1992,k,American,,c,,
25332,00025332.txt,2739,The evening star,McMurtry,Larry,A_02354,,New York,Simon & Schuster,1992,k,American,,c,,
25333,00025333.txt,1909,Vanish with the rose,Mertz,Barbara,A_02380,1,New York,Simon & Schuster,1992,k,American,,c,,
25334,00025334.txt,3270,Mexico,Michener,James A.,A_02394,,New York,Random House,1992,k,American,,c,,
25336,00025336.txt,3376,Jazz,Morrison,Toni,A_02484,,New York,Alfred A. Knopf,1992,k,American,,c,,
25337,00025337.txt,1281,White butterfly,Mosley,Walter,A_02493,,New York,Norton,1992,k,American,,c,,
25338,00025338.txt,345,Flying in place,Palwick,Susan,A_04609,,New York,T. Doherty Associates,1992,k,American,,c,,
25339,00025339.txt,374,The love queen of the Amazon,Pineda,Cecile,A_02753,,Boston,"""Little, Brown""",1992,k,American,,c,,
25340,00025340.txt,1475,Clockers,Price,Richard,A_02809,,Boston,Houghton Mifflin Co.,1992,k,American,DET,c,,
25341,00025341.txt,590,Sotah,Ragen,Naomi,A_02841,,New York,Crown,1992,k,American,,c,,
25342,00025342.txt,297,The red corvette,Reid,Robert Sims,A_04613,,New York,Carroll & Graf Publishers,1992,k,American,,c,,
25343,00025343.txt,408,Sorrow floats,Sandlin,Tim,A_04617,,New York,Henry Holt & Co.,1992,k,American,,c,,
25344,00025344.txt,484,Dreamships,Scott,Melissa,A_04501,,New York,TOR,1992,k,American,,c,,
25345,00025345.txt,1148,Voice of the eagle,Shuler,Linda Lay,A_04620,,New York,W. Morrow,1992,k,American,,c,,
25346,00025346.txt,310,This way madness lies,Simpson,Thomas William,A_04506,,New York,Y : Warner Books,1992,k,American,,c,,
25347,00025347.txt,2135,The volcano lover,Sontag,Susan,A_03206,,New York,Farrar Straus Giroux,1992,k,American,,c,,
25348,00025348.txt,685,Snow crash,Stephenson,Neal,A_04511,,New York,Bantam Books,1992,k,American,SCI,c,,
25349,00025349.txt,324,Easy keeper,Tannen,Mary,A_04629,,New York,Farrar Straus Giroux,1992,k,American,,c,,
25350,00025350.txt,1251,A thousand shall fall,Thoene,Bodie,A_03358,,Minneapolis,Bethany House Publishers,1992,k,American,,c,,
25351,00025351.txt,446,Blue glass,Tyler,Sandra,A_04527,,New York,"""Harcourt, Brace & Co.""",1992,k,American,,c,,
25352,00025352.txt,562,Fugitive nights,Wambaugh,Joseph,A_03510,,,"""Thorndike, Me. : Thorndike Press""",1992,k,American,,c,,
25353,00025353.txt,622,The winter widow,Weir,Charlene,A_04533,,New York,St. Martin's Press,1992,k,American,,c,,
25354,00025354.txt,970,Serpent mage,Weis,Margaret,A_03554,,New York,Bantam Books,1992,k,American,,c,,
25355,00025355.txt,397,Sweet deal,Westermann,John,A_03576,,New York,Soho,1992,k,American,,c,,
25356,00025356.txt,1172,Whatever tomorrow brings,Wick,Lori,A_04640,,,"""Eugene, Or. : Harvest House Publishers""",1992,k,American,,c,,
25357,00025357.txt,1040,Doomsday book,Willis,Connie,A_04534,,New York,Bantam Books,1992,k,American,,c,,
25358,00025358.txt,606,Santa Fe rules,Woods,Stuart,A_03705,,,"""Thorndike, Me. : Thorndike Press""",1992,k,American,,c,,
23614,00023614.txt,554,Immaculate deception,Adler,Warren,A_00024,,New York,Donald I. Fine,1991,k,American,,c,,
23615,00023615.txt,668,Private lies,Adler,Warren,A_00024,,New York,Morrow,1991,k,American,,c,,
23616,00023616.txt,546,Senator Love,Adler,Warren,A_00024,,New York,D.I. Fine,1991,k,American,,c,,
23617,00023617.txt,394,A woman of the iron people,Arnason,Eleanor,A_03777,,New York,Morrow,1991,k,American,,c,,
23618,00023618.txt,1131,Imajica,Barker,Clive,A_03783,,New York,Harper & Bros.,1991,k,American,,c,,
23619,00023619.txt,669,The strange death of Mistress Coffin,Begiebing,Robert J.,A_03794,,"""Chapel Hill, NC""",Algonquin Books of Chapel Hill,1991,k,American,DET,c,,
23620,00023620.txt,858,Wartime lies,Begleiter,Ludwik,A_03795,1,New York,Alfred A. Knopf,1991,k,American,,c,,
23621,00023621.txt,505,Slow motion riot,Blauner,Peter,A_03806,,New York,W. Morrow,1991,k,American,,c,,
23622,00023622.txt,280,The paper grail,Blaylock,James P.,A_00307,,New York,Ace Books,1991,k,American,,c,,
23623,00023623.txt,486,Kelly Blue,Bowen,Peter,A_03812,,New York,Crown Publishers,1991,k,American,,c,,
23624,00023624.txt,510,The revolution of little girls,Boyd,Blanche M.,A_03813,,New York,Alfred A. Knopf,1991,k,American,,c,,
23625,00023625.txt,667,Eagles at war,Boyne,Walter J.,A_00361,,New York,Crown Publishers,1991,k,American,,c,,
23626,00023626.txt,2135,Remember,Bradford,Barbara Taylor,A_00365,,New York,Random House,1991,k,American,,c,,
23627,00023627.txt,2015,The druid of Shannara,Brooks,Terry,A_00411,,New York,Ballantine Books,1991,k,American,SCI,c,,
23628,00023628.txt,1126,Joe,Brown,Larry,A_03822,,"""Chapel Hill, NC""",Algonquin Books of Chapel Hill,1991,k,American,,c,,
23629,00023629.txt,862,Breath of scandal,Brown,Sandra,A_00432,,New York,Warner Books,1991,k,American,,c,,
23630,00023630.txt,291,The phoenix guards,Brust,Steven,A_03825,,New York,T. Doherty Associates,1991,k,American,,c,,
23631,00023631.txt,900,Wet work,Buckley,Christopher,A_00454,,New York,Alfred A. Knopf,1991,k,American,,c,,
23632,00023632.txt,278,The maestro,Bunn,T. Davis,A_00470,,Minneapolis,Bethany House Publishers,1991,k,American,,c,,
23633,00023633.txt,339,Ivory Joe,Burke,Martyn,A_00480,,New York,Bantam Books,1991,k,American,,c,,
23634,00023634.txt,324,Body guard,Burns,Rex,A_00489,,New York,Viking,1991,k,American,,c,,
23635,00023635.txt,493,Raid on Truman,Campbell,John T.,A_03832,,"""Novato, CA""",Lyford Books,1991,k,American,,c,,
23636,00023636.txt,531,Lives of value,Cohen,Sharleen Cooper,A_00690,,New York,Warner Books,1991,k,American,,c,,
23637,00023637.txt,486,Stolen away,Collins,Max Allan,A_00704,,New York,Bantam Books,1991,k,American,,c,,
23638,00023638.txt,600,Pinocchio in Venice,Coover,Robert,A_03862,,New York,Linden Press/ Simon & Schuster,1991,k,American,,c,,
23639,00023639.txt,932,Prized possessions,Corman,Avery,A_00752,,New York,Simon & Schuster,1991,k,American,,c,,
23640,00023640.txt,317,Body of evidence,Cornwell,Patricia Daniels,A_00754,,New York/Toronto,Macmillan Co.,1991,k,American,,c,,
23641,00023641.txt,403,Blood marks,Crider,Bill,A_00787,,New York,St. Martin's Press,1991,k,American,,c,,
23642,00023642.txt,431,Dead on the island,Crider,Bill,A_00787,,New York,Walker & Co.,1991,k,American,,c,,
23643,00023643.txt,684,Hard tack,D'Amato,Barbara,A_03873,,New York/Toronto,Macmillan Co.,1991,k,American,,c,,
23644,00023644.txt,1009,I'll be there,Dart,Iris Rainer,A_00851,,Boston,"""Little, Brown""",1991,k,American,,c,,
23645,00023645.txt,337,The end-of-everything man,De Haven,Tom,A_00889,,New York,"""Doubleday, Page & Co.""",1991,k,American,,c,,
23646,00023646.txt,674,Hard news,Deaver,Jeffery,A_03882,,New York,"""Doubleday, Page & Co.""",1991,k,American,,c,,
23647,00023647.txt,1409,Mao II,DeLillo,Don,A_00907,,New York,Viking,1991,k,American,CAN,c,,
23648,00023648.txt,392,A woman betrayed,Delinsky,Barbara,A_03885,,New York,Harper & Bros.,1991,k,American,,c,,
23649,00023649.txt,453,Rumor has it,Dickinson,Charles,A_03891,,New York,Morrow,1991,k,American,,c,,
23650,00023650.txt,516,Young Bleys,Dickson,Gordon R,A_00936,,New York,Tor,1991,k,American,,c,,
23651,00023651.txt,328,A penny for the old guy,Dold,Gaylord,A_03895,,New York,St. Martin's Press,1991,k,American,,c,,
23652,00023652.txt,421,Rogue wave,Dunlap,Susan,A_01018,,New York,Villard Books,1991,k,American,,c,,
23653,00023653.txt,385,Isaac and his devils,Eberstadt,Fernanda,A_03905,,New York,Alfred A. Knopf,1991,k,American,,c,,
23654,00023654.txt,1314,Killer diller,Edgerton,Clyde,A_01054,,"""Chapel Hill, NC""",Algonquin Books,1991,k,American,,c,,
23655,00023655.txt,836,The MacGuffin,Elkin,Stanley,A_01067,,New York,Linden Press,1991,k,American,,c,,
23656,00023656.txt,487,Yellow dog party,Emerson,Earl W,A_01087,,New York,W. Morrow,1991,k,American,,c,,
23657,00023657.txt,326,Deadstick,Faherty,Terence,A_03913,,New York,St. Martin's Press,1991,k,American,,c,,
23658,00023658.txt,276,Meridian 144,Files,Meg,A_03918,,New York,Soho Press,1991,k,American,,c,,
23659,00023659.txt,920,The Moscow Club,Finder,Joseph,A_03919,,New York,Viking,1991,k,American,,c,,
23660,00023660.txt,378,Murder by tradition,Forrest,Katherine V.,A_03930,,"""Tallahassee, FL""",Naiad Press,1991,k,American,DET,c,,
23661,00023661.txt,401,Musical chairs,Friedman,Kinky,A_01262,,New York,W. Morrow,1991,k,American,,c,,
23662,00023662.txt,360,Jernigan,Gates,David,A_03945,,New York,Alfred A. Knopf,1991,k,American,,c,,
23663,00023663.txt,1215,A cure for dreams,Gibbons,Kaye,A_01338,,"""Chapel Hill, NC""",Algonquin Books of Chapel Hill,1991,k,American,,c,,
23664,00023664.txt,1007,The difference engine,Gibson,William,A_01346,,"""Chapel Hill, NC""",Bantam Books,1991,k,American,SCI,c,,
23665,00023665.txt,373,H is for homicide,Grafton,Sue,A_01423,,New York,Henry Holt & Co.,1991,k,American,,c,,
23666,00023666.txt,2102,The Old Contemptibles,Grimes,Martha,A_01468,,Boston,"""Little, Brown""",1991,k,American,,c,,
23667,00023667.txt,360,Shot,Hall,Parnell,A_01508,,New York,D.I. Fine,1991,k,American,,c,,
23668,00023668.txt,838,Mariette in ecstasy,Hansen,Ron,A_03974,,New York,E. Burlingame Books,1991,k,American,,c,,
23669,00023669.txt,1100,The Christie caper,Hart,Carolyn G,A_01576,,New York,Bantam Books,1991,k,American,,c,,
23670,00023670.txt,694,What's eating Gilbert Grape?,Hedges,Peter,A_03986,,New York,Poseidon Press,1991,k,American,,c,,
23671,00023671.txt,1173,Native tongue,Hiaasen,Carl,A_01645,,New York,Alfred A. Knopf,1991,k,American,,c,,
23672,00023672.txt,941,Old dogs and children,Inman,Robert,A_04011,,Boston,"""Little, Brown""",1991,k,American,,c,,
23673,00023673.txt,1171,Typical American,Jen,Gish,A_04019,,Boston,Houghton Mifflin Co.,1991,k,American,,c,,
23674,00023674.txt,399,Seize the sky,Johnston,Terry C.,A_04022,,New York,Bantam Books,1991,k,American,,c,,
23675,00023675.txt,273,The Cooter farm,Jones,Matthew F,A_04023,,New York,Hyperion,1991,k,American,,c,,
23676,00023676.txt,1617,The dragon reborn,Jordan,Robert,A_04025,,New York,Tom Doherty Associates,1991,k,American,,c,,
