"ID","Category","Language","Genre","Genre2","Pubdate","Author_Last","Author_First","Work_Title","Translation","PubHouse","Prize","WinnerShortlist","Author_Gender","Author_Nationality","token_count","total_characters","protagonist_concentration","avg_sentence_length","avg_word_length","tuldava_score","event_count","speed_avg","circuitousness","speed_min","volume","goodreads_avg","total_ratings","goodreads_URL","Probability1P"
"[Heist Society 2] Uncommon Criminals - Ally Carter.txt","FIC","English","YA","",2011,"Carter","Ally","UncommonCriminals","","","","","F","",80392,34,0.3429017161,14.1063344446,4.1295705865,3.3107117578,4796,-2.4068,0.17579,-2.5826,-3.0142,4.13,42102,"https://www.goodreads.com/search?q=Ally+Carter+Uncommon+Criminals",0
"2001_2011_Wilson,RobertCharles_TheChronoliths_SF.txt","FIC","English","SF","",2001,"Wilson","RobertCharles","TheChronoliths","","","","","M","US/Canada",103230,34,0.1503325942,15.3501858736,4.3091605274,3.7040091312,4039,-2.2599,0.23048,-2.4904,-2.9521,3.67,5136,"https://www.goodreads.com/search?q=+The+Chronoliths",1
"2001_Martel,Yann_LifeofPi_BS.txt","FIC","English","BS","",2001,"Yann","Martel","LifeofPi","","","","","M","Spain/Canada",124445,27,0.2757201646,13.9029158753,4.1742168196,3.4606635164,5129,-2.1545,0.15124,-2.3057,-2.83,3.93,1480498,"https://www.goodreads.com/search?q=+Lifeof+Pi",1
"2002_2011_Anderson,MT_Feed_SF.txt","FIC","English","SF","YA",2002,"Anderson","MT","Feed","","","","","M","US",67075,14,0.2830985915,12.149067198,3.8896610357,2.9092122102,3479,-2.3438,0.13506,-2.4788,-2.8989,3.56,61346,"https://www.goodreads.com/search?q=MT+Anderson+Feed",1
"2002_Baker,Jo_Offcomer_CT.txt","FIC","English","NYT","",2002,"Baker","Jo","Offcomer","","","","","F","UK",88042,24,0.4313583815,12.6370030142,4.226161148,3.1831731487,6314,-2.1152,0.26496,-2.3801,-2.8866,2.58,145,"https://www.goodreads.com/search?q=Jo+Baker+Offcomer",0
"2002_Kidd,SueMonk_TheSecretLifeofBees_BS.txt","FIC","English","BS","",2002,"SueMonk","Kidd","TheSecretLifeofBees","","","","","F","US",114053,45,0.1642512077,15.9336406818,3.9752550782,3.3980695789,7204,-2.3821,0.19713,-2.5792,-3.0648,4.07,1203836,"https://www.goodreads.com/search?q=+The+Secret+Lifeof+Bees",1
"2002_Sebold,Alice_LovelyBones_BS.txt","FIC","English","BS","",2002,"Alice","Sebold","LovelyBones","","","","","F","US",118470,48,0.1983935743,16.3474541189,4.1024308149,3.5705984121,6884,-2.3458,0.20992,-2.5557,-3.0493,3.83,2185111,"https://www.goodreads.com/search?q=Sebold+Alice+Lovely+Bones",1
"2003_Hosseini,Khaled_TheKiteRunner_BS.txt","FIC","English","BS","",2003,"Khaled","Hosseini","TheKiteRunner","","","","","M","Afghanistan/US",133511,65,0.2069510269,13.9117432531,4.0713386754,3.2863192583,8770,-2.2408,0.20092,-2.4417,-2.9666,4.32,2765961,"https://www.goodreads.com/search?q=Hosseini+Khaled+The+Kite+Runner",1
"2003_Landay,William_MissionFlats_MY.txt","FIC","English","MY","",2003,"Landay","William","MissionFlats","","","","","M","US",150447,66,0.1104218362,12.472807163,4.0984368364,3.1413447594,6061,-2.1397,0.26245,-2.4021,-2.9433,3.56,4517,"https://www.goodreads.com/search?q=William+Landay+Mission+Flats",1
"2003_Low,Gennita_IntoDanger_ROM.txt","FIC","English","ROM","",2003,"Low","Gennita","IntoDanger","","","","","F","US",152074,34,0.2742374728,12.9479778629,4.1890747323,3.3293910639,9268,-2.3083,0.2437,-2.552,-3.0897,4.02,602,"https://www.goodreads.com/search?q=Gennita+Low+Into+Danger",0
"2004_Mitchell,David_CloudAtlas_BS.txt","FIC","English","BS","",2004,"David","Mitchell","CloudAtlas","","","","","M","UK",205995,171,0.0819710969,15.5315539471,4.3490940731,3.6576671117,9072,-2.2454,0.17764,-2.4231,-2.9738,4,234149,"https://www.goodreads.com/search?q=Mitchell+David+Cloud+Atlas",1
"2004_Picoult,Jodi_MySistersKeeper_BS.txt","FIC","English","BS","",2004,"Jodi","Picoult","MySistersKeeper","","","","","F","US",162966,44,0.2913030394,14.9290949066,3.961208577,3.2863742987,7393,-2.3783,0.20985,-2.5881,-3.1141,4.09,1134505,"https://www.goodreads.com/search?q=Picoult+Jodi+My+Sisters+Keeper",1
"2004_Weatherford,Jack_GenghisKhanandtheMakingoftheModernWorld_HIST.txt","NON","English","HIST","",2004,"Weatherford","Jack","GenghisKhanandtheMakingoftheModernWorld","","","","","M","US",129875,70,0.3096306524,29.1264857591,4.7931543912,5.377591086,2223,-2.2094,0.12911,-2.3385,-2.8735,4.01,65199,"https://www.goodreads.com/search?q=+Genghis+Khanandthe+Makingofthe+Modern+World",0
"2005_Banville,John_TheSea_PW.txt","FIC","English","PW","",2005,"Banville","John","TheSea","","Picador","TheManBookerPrize","Winner","M","Ireland",71985,22,0.1774891775,25.2313354364,4.215528953,4.3995265374,3199,-2.3649,0.16614,-2.5311,-2.9601,3.53,29397,"https://www.goodreads.com/search?q=John+Banville+The+Sea",1
"2005_Barfoot,Joan_Luck_PW.txt","FIC","English","PW","",2005,"Barfoot","Joan","Luck","","AlfredA.Knopf","ScotiabankGillerPrize","Shortlist","F","Canada",110692,16,0.2715105163,17.5228747823,4.3069309085,3.8717142734,2435,-2.3332,0.21618,-2.5494,-3.0285,3.17,426,"https://www.goodreads.com/search?q=Joan+Barfoot+Luck",0
"2005_Barnes,Julian_ArthurGeorge_PW.txt","FIC","English","PW","",2005,"Barnes","Julian","ArthurGeorge","","Cape","TheManBookerPrize","Shortlist","M","UK",189235,104,0.2062238737,16.8104290664,4.3883704145,3.9395932019,4921,-2.2639,0.21028,-2.4742,-3.0739,3.72,17242,"https://www.goodreads.com/search?q=Julian+Barnes+Arthur+George",0
"2005_Barry,Sebastian_LongLongWay_PW.txt","FIC","English","PW","",2005,"Barry","Sebastian","LongLongWay","","Faber&Faber","TheManBookerPrize","Shortlist","M","Ireland",111327,49,0.3937238494,18.635252762,4.1445701811,3.8039654585,4445,-2.2828,0.26358,-2.5464,-3.055,4.11,7083,"https://www.goodreads.com/search?q=Sebastian+Barry+Long+Long+Way",0
"2005_Bergen,David_TheTimeinBetween_PW.txt","FIC","English","PW","",2005,"Bergen","David","TheTimeinBetween","","McClelland&Stewart","ScotiabankGillerPrize","Winner","M","Canada",93948,40,0.2259446825,14.0577584917,4.03058464,3.3229015269,8065,-2.3158,0.19174,-2.5075,-2.982,4.15,36289,"https://www.goodreads.com/search?q=+The+Timein+Between",0
"2005_Boyden,Joseph_ThreeDayRoad_PW.txt","FIC","English","PW","",2005,"Boyden","Joseph","ThreeDayRoad","","Viking","GovernorGeneralLiteraryAwardforfiction","Shortlist","M","Canada",161776,38,0.4962913014,15.534472825,3.9728565974,3.4401585667,10967,-2.259,0.23701,-2.496,-3.0935,4.29,22954,"https://www.goodreads.com/search?q=Joseph+Boyden+Three+Day+Road",1
"2005_Coffey,Wayne_TheBoysofWinter_NF.txt","NON","English","MIX","",2005,"Coffey","Wayne","TheBoysofWinter","","","","","M","",89806,104,0.1378653113,21.3823809524,4.376386464,4.224335435,2940,-2.3016,0.20239,-2.504,-2.9457,4.22,3408,"https://www.goodreads.com/search?q=+The+Boysof+Winter",0
"2005_Connelly,Michael_TheLincolnLawyer_BS.txt","FIC","English","BS","",2005,"Michael","Connelly","TheLincolnLawyer","","","","","M","US",167147,74,0.0998080614,13.14462095,3.9863450386,3.2057368303,8168,-2.1984,0.32957,-2.5279,-3.1064,4.18,212114,"https://www.goodreads.com/search?q=Connelly+Michael+The+Lincoln+Lawyer",1
"2005_Danticat,Edwidge_DewBreaker_PW.txt","FIC","English","PW","",2005,"Danticat","Edwidge","DewBreaker","","AlfredA.Knopf","PEN/FaulknerAwardforFiction","Shortlist","F","Haiti/US",75925,43,0.0769230769,20.2304822808,4.2057827559,4.0185381163,3612,-2.3327,0.091801,-2.4245,-2.8527,3.82,7264,"https://www.goodreads.com/search?q=Edwidge+Danticat+Dew+Breaker",1
"2005_Dicker,John_UnitedStatesofWal-Mart_NF.txt","NON","English","MIX","",2005,"Dicker","John","UnitedStatesofWalMart","","","","","M","",70260,22,0.343373494,25.8879882093,4.6337480053,4.8539598806,391,-2.319,0.080537,-2.3995,-2.7854,3,53,"https://www.goodreads.com/search?q=+United+Statesof+Wal+Mart",0
"2005_Doctorow,EL_TheMarch_PW.txt","FIC","English","PW","",2005,"Doctorow","EL","TheMarch","","RandomHouse","TheNationalBookAwards","Shortlist","M","US",123588,74,0.070610687,17.460864651,4.2394563683,3.8815509925,6941,-2.2755,0.2411,-2.5166,-3.0369,3.73,13752,"https://www.goodreads.com/search?q=EL+Doctorow+The+March",1
"2005_Fried,Golda_Nellcott_PW.txt","FIC","English","PW","",2005,"Fried","Golda","Nellcott","","CoachHouseBooks","GovernorGeneralLiteraryAwardforfiction","Shortlist","F","Canada",47208,17,0.4127795527,12.5386454183,4.0913198213,3.1957477904,2583,-2.4282,0.16585,-2.5941,-2.9543,3.66,110,"https://www.goodreads.com/search?q=Golda+Fried+Nellcott",0
"2005_Gaitskill,Mary_Veronica_PW.txt","FIC","English","PW","",2005,"Gaitskill","Mary","Veronica","","Pantheon","TheNationalBookAwards","Shortlist","F","US",95256,46,0.2391713748,14.7,4.0531753531,3.3974919938,5825,-2.4164,0.14338,-2.5598,-3.0127,3.4,5576,"https://www.goodreads.com/search?q=Mary+Gaitskill+Veronica",1
"2005_Gardner,Lisa_Alone_BS.txt","FIC","English","BS","",2005,"Lisa","Gardner","Alone","","","","","F","US",133233,50,0.2276989017,12.2321887624,4.2175923342,3.2072476174,6911,-2.1546,0.28657,-2.4412,-2.9514,3.97,60106,"https://www.goodreads.com/search?q=Gardner+Lisa+Alone",0
"2005_Gibb,Camilla_SweetnessintheBelly_PW.txt","FIC","English","PW","",2005,"Gibb","Camilla","SweetnessintheBelly","","Doubleday","ScotiabankGillerPrize","Shortlist","F","Canada",107408,52,0.1140018921,16.3781640744,4.271869933,3.7794609147,5285,-2.2324,0.2283,-2.4608,-2.9421,3.91,8912,"https://www.goodreads.com/search?q=+Sweetnessinthe+Belly",1
"2005_Giffin,Emily_SomethingBorrowed_BS.txt","FIC","English","BS","",2005,"Emily","Giffin","SomethingBorrowed","","","","","F","US",141991,49,0.20938872,12.4728566409,3.9848081672,3.0615787965,6906,-2.3377,0.20341,-2.5411,-3.0494,3.87,541409,"https://www.goodreads.com/search?q=Giffin+Emily+Something+Borrowed",1
"2005_Gill,Charlotte_Ladykiller_PW.txt","FIC","English","PW","",2005,"Gill","Charlotte","Ladykiller","","ThomasAllen","GovernorGeneralLiteraryAwardforfiction","Shortlist","F","Canada",73143,23,0.1157446809,11.7574344961,4.1982516289,3.1651352109,4445,-2.3803,0.11784,-2.4981,-2.8874,3.49,81,"https://www.goodreads.com/search?q=Charlotte+Gill+Ladykiller",0
"2005_Gladwell,Malcom_Blink_NF.txt","NON","English","MIX","",2005,"Gladwell","Malcom","Blink","","","","","M","",100048,77,0.0450516987,19.5177526336,4.4215679515,4.2594324771,1863,-2.1877,0.10836,-2.2961,-2.7195,4.15,339,"https://www.goodreads.com/search?q=Malcom+Gladwell+Blink",0.08
"2005_Ishiguro,Kazuo_NeverLetMeGo_PW.txt","FIC","English","PW","",2005,"Ishiguro","Kazuo","NeverLetMeGo","","Faber&Faber","TheManBookerPrize","Shortlist","M","UK",117523,28,0.288372093,19.5610852197,3.9681014566,3.7324017768,4784,-2.3666,0.24997,-2.6166,-3.1221,3.84,570026,"https://www.goodreads.com/search?q=Kazuo+Ishiguro+Never+Let+Me+Go",1
"2005_Jin,Ha_WarTrash_PW.txt","FIC","English","PW","",2005,"Jin","Ha","WarTrash","","Pantheon","PEN/FaulknerAwardforFiction","Winner","M","US",154627,70,0.1115384615,17.8264929675,4.3049097349,3.9629094009,7120,-2.2225,0.22027,-2.4428,-3.0301,3.79,3592,"https://www.goodreads.com/search?q=Ha+Jin+War+Trash",1
"2005_Johnson,Craig_TheColdDish_MY.txt","FIC","English","MY","",2005,"Johnson","Craig","TheColdDish","","","","","M","US",163863,56,0.1558715113,15.3876420321,4.0542702734,3.4494188922,9455,-2.3674,0.20693,-2.5744,-3.1191,4.11,35737,"https://www.goodreads.com/search?q=Craig+Johnson+The+Cold+Dish",1
"2005_Kramer,PeterD_AgainstDepression_NF.txt","NON","English","MIX","",2005,"Kramer","PeterD","AgainstDepression","","","","","M","",113086,52,0.1212704524,19.1411645227,4.9910840558,4.8960724217,538,-2.2009,0.15788,-2.3588,-2.8206,4.03,1242,"https://www.goodreads.com/search?q=+Against+Depression",1
"2005_Larsson,Stieg_TheGirlWithTheDragonTattoo_BS.txt","FIC","English","BS","",2005,"Stieg","Larsson","TheGirlWithTheDragonTattoo","Swedish","","","","M","Sweden",198905,82,0.2295428352,15.1005921652,4.3203989312,3.7255467901,8463,-2.1332,0.29562,-2.4288,-3.091,4.15,2902254,"https://www.goodreads.com/search?q=Larsson+Stieg+The+Girl+With+The+Dragon+Tattoo",0
"2005_Moore,Lisa_Alligator_PW.txt","FIC","English","PW","",2005,"Moore","Lisa","Alligator","","HouseofAnansiPress","ScotiabankGillerPrize","Shortlist","F","Canada",96001,39,0.1880165289,17.5987167736,4.1774621761,3.8260028563,6339,-2.3069,0.16469,-2.4716,-2.9335,3.3,1623,"https://www.goodreads.com/search?q=Lisa+Moore+Alligator",0
"2005_Pate,Kathy_Alphabet_PW.txt","FIC","English","PW","",2005,"Page","Kathy","Alphabet","","McArthur&Co.","GovernorGeneralLiteraryAwardforfiction","Shortlist","F","UK/Canada",121227,56,0.3214462605,16.3621271427,3.9926797833,3.4522471696,5054,-2.3754,0.25787,-2.6332,-3.1089,3.58,236,"https://www.goodreads.com/search?q=Kathy+Page+Alphabet",0
"2005_Perl,Jed_NewArtCity_NF.txt","NON","English","MIX","",2005,"Perl","Jed","NewArtCity","","","","","M","",244294,255,0.0427203886,31.0135838517,4.698218589,5.238059292,2185,-2.3916,0.12635,-2.518,-3.1475,3.94,157,"https://www.goodreads.com/search?q=Jed+Perl+New+Art+City",0
"2005_Ravel,Edeet_WallofLight_PW.txt","FIC","English","PW","",2005,"Ravel","Edeet","WallofLight","","RandomHouse","ScotiabankGillerPrize","Shortlist","F","Canada",89479,35,0.0922946655,16.687616561,4.0536508597,3.6435311266,3271,-2.2254,0.29478,-2.5202,-3.0079,3.5,286,"https://www.goodreads.com/search?q=+Wallof+Light",1
"2005_SafranFoer,Jonathan_ExtremelyLoudandIncrediblyClose_BS.txt","FIC","English","BS","",2005,"Jonathan","SafranFoer","ExtremelyLoudandIncrediblyClose","","","","","M","US",118077,26,0.191283293,14.2175797712,3.7921818182,2.9646659192,5284,-1.8478,0.13699,-1.9848,-2.8924,3.97,403132,"https://www.goodreads.com/search?q=+Extremely+Loudand+Incredibly+Close",1
"2005_Savan,Leslie_SlamDunks_NF.txt","NON","English","MIX","",2005,"Savan","Leslie","SlamDunks","","","","","F","",121883,64,0.0935023772,24.4303467629,4.523586514,4.5754806488,943,-2.2442,0.090013,-2.3342,-2.7629,3.18,39,"https://www.goodreads.com/search?q=Leslie+Savan+Slam+Dunks",0.08
"2005_Sorrentino,Christopher_Trance_PW.txt","FIC","English","PW","",2005,"Sorrentino","Christopher","Trance","","Douglas&McIntyre","TheNationalBookAwards","Shortlist","M","US",224238,92,0.1667030329,16.2115384615,4.3606520059,3.8013492332,8669,-2.1921,0.25226,-2.4443,-3.0761,3.49,176,"https://www.goodreads.com/search?q=Christopher+Sorrentino+Trance",0
"2005_Steinke,Rene_HolySkirts_PW.txt","FIC","English","PW","",2005,"Steinke","Rene","HolySkirts","","WilliamMorrow","TheNationalBookAwards","Shortlist","F","US",154608,54,0.3103448276,17.2016021362,4.2045948582,3.7383724355,8395,-2.405,0.20689,-2.6119,-3.1399,3.63,421,"https://www.goodreads.com/search?q=Rene+Steinke+Holy+Skirts",0
"2005_Tripp,CA_IntimateWorldofAbraham_NF.txt","NON","English","MIX","",2005,"Trip","CA","IntimateWorldofAbraham","","","","","M","",136633,108,0.2126360499,29.1514828248,4.552858314,5.0432823889,2622,-2.2786,0.13718,-2.4158,-2.9447,3.3,116,"https://www.goodreads.com/search?q=+Intimate+Worldof+Abraham",0.8
"2005_Vollmann,WilliamT_EuropeCentral_PW.txt","FIC","English","PW","",2005,"Vollmann","WilliamT","EuropeCentral","","Viking","TheNationalBookAwards","Winner","M","US",416807,284,0.0539577501,19.9687155656,4.515838557,4.2204686017,12551,-2.3415,0.19809,-2.5396,-3.4032,3.93,2619,"https://www.goodreads.com/search?q=+Europe+Central",1
"2005_Walls,Jeannette_GlassCastle_NF.txt","NON","English","MIX","",2005,"Walls","Jeanette","GlassCastle","","","","","F","",119794,46,0.3101285669,17.6193557876,4.039120138,3.6189223101,6048,-2.2552,0.18115,-2.4363,-2.9268,5,1,"https://www.goodreads.com/search?q=Jeanette+Walls+Glass+Castle",1
"2005_Warren,LouisS_BuffaloBillsAmerica_NF.txt","NON","English","MIX","",2005,"Warren","LouisS","BuffaloBillsAmerica","","","","","M","",286813,176,0.3062741175,28.3636273734,4.7954766294,5.2109986994,3640,-2.2254,0.14158,-2.3669,-3.0955,3.75,758,"https://www.goodreads.com/search?q=+Buffalo+Bills+America",0
"2005_Yarbrough,Steve_PrisonersofWar_PW.txt","FIC","English","PW","",2005,"Yarbrough","Steve","PrisonersofWar","","AlfredA.Knopf","PEN/FaulknerAwardforFiction","Shortlist","M","US",90987,43,0.1827441582,17.9887307236,4.0774341836,3.6283149611,4098,-2.3328,0.23439,-2.5672,-3.0067,4.03,3328,"https://www.goodreads.com/search?q=+Prisonersof+War",0
"2006_Behrens,Peter_LawofDreams_PW.txt","FIC","English","PW","",2006,"Behrens","Peter","LawofDreams","","HouseofAnansiPress","GovernorGeneralLiteraryAwardforfiction","Winner","M","Canada",140456,51,0.3271687962,12.6297994785,4.1845276286,3.1314890558,9751,-2.2222,0.21039,-2.4326,-2.9389,3,83,"https://www.goodreads.com/search?q=+Lawof+Dreams",0
"2006_Brooks,Max_WorldWarZ_BS.txt","FIC","English","BS","",2006,"Max","Brooks","WorldWarZ","","","","","M","US",141370,34,0.1441860465,16.674923331,4.3056756288,3.8408243126,3749,-2.2774,0.17333,-2.4507,-2.9543,4.01,483051,"https://www.goodreads.com/search?q=Brooks+Max+World+War+Z",1
"2006_Campbell,Jack_TheLostFleet_SF.txt","FIC","English","SF","",2006,"Campbell","Jack","TheLostFleet","","","","","M","US",115415,31,0.4639575972,15.2061923584,4.419698178,3.8145132878,4717,-2.3351,0.1903,-2.5254,-3.002,3.96,29406,"https://www.goodreads.com/search?q=Jack+Campbell+The+Lost+Fleet",0
"2006_Cole,Trevor_TheFearsomeParticles_PW.txt","FIC","English","PW","",2006,"Cole","Trevor","TheFearsomeParticles","","McClelland&Stewart","GovernorGeneralLiteraryAwardforfiction","Shortlist","M","Canada",111577,41,0.2309782609,17.3552652045,4.1618859322,3.7049921167,5829,-2.2719,0.18959,-2.4614,-2.941,3.45,112,"https://www.goodreads.com/search?q=Trevor+Cole+The+Fearsome+Particles",1
"2006_Dawkins,Richard_TheGodDelusion_NF.txt","NON","English","MIX","",2006,"Dawkins","Richard","TheGodDelusion","","","","","M","",149731,90,0.266,24.4339099217,4.7041829695,5.0141193981,1096,-2.1945,0.1175,-2.312,-2.7859,3.9,253145,"https://www.goodreads.com/search?q=Richard+Dawkins+The+God+Delusion",1
"2006_Dennett,DanielC_BreakingtheSpell_NF.txt","NON","English","MIX","",2006,"Dennett","DanielC","BreakingtheSpell","","","","","M","",130776,32,0.4012251149,30.2512144344,4.7662033599,5.4644012207,287,-2.2885,0.12659,-2.4151,-2.8925,3.89,12047,"https://www.goodreads.com/search?q=+Breakingthe+Spell",0.87
"2006_Ehrenreich,Barbara_DancingInTheStreets_NF.txt","NON","English","MIX","",2006,"Ehrenreich","Barbara","DancingintheStreets","","","","","F","",94942,37,0.1153846154,33.1154516917,5.0155502392,5.8175235958,408,-2.3302,0.042989,-2.3732,-2.793,3.82,1122,"https://www.goodreads.com/search?q=+Dancinginthe+Streets",0
"2006_Fisher,Karen_ASuddenCountry_PW.txt","FIC","English","PW","",2006,"Fisher","Karen","ASuddenCountry","","RandomHouse","PEN/FaulknerAwardforFiction","Shortlist","F","US",148406,62,0.1298514614,13.679233109,4.167077882,3.25499448,12278,-2.3454,0.21917,-2.5646,-3.1056,3.65,1220,"https://www.goodreads.com/search?q=Karen+Fisher+A+Sudden+Country",0
"2006_Golden,Daniel_PriceofAdmission_NF.txt","NON","English","MIX","",2006,"Golden","Daniel","PriceofAdmission","","","","","M","",121547,131,0.064516129,24.6846060114,4.8947670855,5.071506827,1813,-2.261,0.11375,-2.3748,-2.876,3.63,841,"https://www.goodreads.com/search?q=+Priceof+Admission",0
"2006_Grandin,Greg_EmpiresWorkshop_HIST.txt","NON","English","HIST","",2006,"Grandin","Greg","EmpiresWorkshop","","","","","M","US",84357,49,0.1599587203,37.014918824,5.2505294681,6.3068612536,529,-2.314,0.085751,-2.3998,-2.8471,4.04,1071,"https://www.goodreads.com/search?q=Greg+Grandin+Empires+Workshop",0
"2006_Grenville,Kate_SecretRiver_PW.txt","FIC","English","PW","",2006,"Grenville","Kate","SecretRiver","French","CormorantBooks","ScotiabankGillerPrize","Shortlist","F","Canada",128212,45,0.2569569931,18.9438534279,4.082570508,3.8022615726,7855,-2.4515,0.14056,-2.592,-3.111,3.81,20074,"https://www.goodreads.com/search?q=Kate+Grenville+Secret+River",0
"2006_Gruen,Sara_WaterforElephants_BS.txt","FIC","English","BS","",2006,"Sara","Gruen","WaterforElephants","","","","","F","Canada/US",131563,48,0.16580926,12.1761221657,4.0070083761,2.9602928848,9796,-2.2311,0.28179,-2.5129,-3.0214,4.1,1499377,"https://www.goodreads.com/search?q=+Waterfor+Elephants",1
"2006_Hage,Rawi_DeNirosGame_PW.txt","FIC","English","PW","",2006,"Hage","Rawi","DeNirosGame","","HouseofAnansiPress","ScotiabankGillerPrize","Shortlist","M","Canada",80431,35,0.2641025641,13.6162180464,4.0625201135,3.2808449281,7130,-2.2299,0.22335,-2.4533,-2.9218,3.77,3580,"https://www.goodreads.com/search?q=Rawi+Hage+De+Niros+Game",1
"2006_Jacobs,Kate_FridayNightKnitting_BS.txt","FIC","English","BS","",2006,"Kate","Jacobs","FridayNightKnitting","","","","","F","US",148016,41,0.271517493,15.6780002118,4.159751173,3.5264472236,6544,-2.367,0.206,-2.573,-3.0918,3.43,73782,"https://www.goodreads.com/search?q=Jacobs+Kate+Friday+Night+Knitting",0
"2006_Kalfus,Ken_DisorderPeculiar_PW.txt","FIC","English","PW","",2006,"Kalfus","Ken","DisorderPeculiar","","HarperCollins","TheNationalBookAwards","Shortlist","M","US",88293,39,0.2888337469,15.917252569,4.4753927262,3.888689136,4866,-2.2554,0.19704,-2.4525,-2.8952,3.05,1284,"https://www.goodreads.com/search?q=Ken+Kalfus+Disorder+Peculiar",0
"2006_Kean,ThomasH_Hamilton,LeeH_WithoutPrecedent-TheInsideStory_NF.txt","NON","English","MIX","",2006,"Kean","ThomasH","WithoutPrecendent","","","","","M","",161903,101,0.0504334121,26.0545542324,4.877687686,5.2218095514,3346,-2.2743,0.12666,-2.401,-2.9696,4.36,2018,"https://www.goodreads.com/search?q=+Without+Precendent",0
"2006_Kuczynski,Alex_BeautyJunkies_NF.txt","NON","English","MIX","",2006,"Kuczynski","Alex","BeautyJunkies","","","","","F","",109813,48,0.1024464832,22.5906192142,4.6119819943,4.7138699694,1799,-2.1226,0.16395,-2.2865,-2.7853,3.58,245,"https://www.goodreads.com/search?q=Alex+Kuczynski+Beauty+Junkies",1
"2006_Lam,Vincent_BloodlettingandMiraculousCures_PW.txt","FIC","English","PW","",2006,"Lam","Vincent","BloodlettingandMiraculousCures","","Doubleday","ScotiabankGillerPrize","Winner","M","Canada",101841,50,0.146179402,13.7977238857,4.2570217149,3.404446455,5283,-2.1149,0.17446,-2.2894,-2.759,3.51,9143,"https://www.goodreads.com/search?q=+Bloodlettingand+Miraculous+Cures",1
"2006_Larsson,Stieg_TheGirlWhoPlayedWithFire_BS.txt","FIC","English","BS","",2006,"Stieg","Larsson","TheGirlWhoPlayedWithFire","Swedish","","","","M","Sweden",220859,95,0.1432917067,14.0290287747,4.3115924868,3.6082450157,11143,-2.2075,0.25983,-2.4673,-3.1548,4.24,867220,"https://www.goodreads.com/search?q=Larsson+Stieg+The+Girl+Who+Played+With+Fire",0
"2006_Lemov,Rebecca_WorldasLaboratory_NF.txt","NON","English","MIX","",2006,"Lemov","Rebecca","WorldasLaboratory","","","","","F","",97121,45,0.0995215311,31.9057161629,5.0043725352,5.7571658115,641,-2.3388,0.097057,-2.4359,-2.8695,3.86,42,"https://www.goodreads.com/search?q=+Worldas+Laboratory",0
"2006_Mansfield,HarveyC_Manliness_NF.txt","NON","English","MIX","",2006,"Mansfield","HarveyC","Manliness","","","","","M","",121566,72,0.0777496839,25.7937619351,4.633741332,5.1551382248,245,-2.3721,0.082019,-2.4541,-2.9307,4.2,5516,"https://www.goodreads.com/search?q=+Manliness",0
"2006_Matar,Hisham_CountryofMen_PW.txt","FIC","English","PW","",2006,"Matar","Hisham","CountryofMen","","Viking","TheManBookerPrize","Shortlist","M","US",84268,30,0.235942029,15.6777674419,4.0733638007,3.514238761,5718,-2.337,0.17027,-2.5072,-2.9729,3.71,6080,"https://www.goodreads.com/search?q=+Countryof+Men",1
"2006_Michaels,WalterBenn_TheTroublewithDiversity_NF.txt","NON","English","MIX","",2006,"Michaels","WalterBenn","TheTroublewithDiversity","","","","","M","",66749,43,0.0657370518,32.2770793037,4.5750221254,5.333989432,207,-2.2196,0.090981,-2.3106,-2.7149,3.61,478,"https://www.goodreads.com/search?q=+The+Troublewith+Diversity",0
"2006_Obama,Barack_AudacityofHope_NF.txt","NON","English","MIX","",2006,"Obama","Barack","AudacityofHope","","","","","M","",136360,51,0.121657754,30.9136250283,4.7220171489,5.3762648238,1700,-2.1731,0.14194,-2.315,-2.8552,5,2,"https://www.goodreads.com/search?q=+Audacityof+Hope",1
"2006_Perle,Liz_MoneyMemoir_NF.txt","NON","English","MIX","",2006,"Perle","Liz","MoneyMemoir","","","","","F","",77677,36,0.0859728507,20.2073361082,4.3126614224,4.2368536685,1280,-2.2445,0.25918,-2.5037,-2.9431,3.25,358,"https://www.goodreads.com/search?q=Liz+Perle+Money+Memoir",1
"2006_Powers,Richard_EchoMaker_PW.txt","FIC","English","PW","",2006,"Powers","Richard","EchoMaker","","Farrar,Straus&Giroux","TheNationalBookAwards","Winner","M","US",208771,47,0.2859828142,11.7703670294,4.3311302861,3.2607048844,9323,-2.2391,0.27088,-2.51,-3.1276,3.43,10029,"https://www.goodreads.com/search?q=Richard+Powers+Echo+Maker",0
"2006_Quiviger,Pascale_PerfectCircle_PW.txt","FIC","English","PW","",2006,"Quiviger","Pascale","PerfectCircle","French","CormorantBooks","ScotiabankGillerPrize","Shortlist","F","Canada",58738,13,0.3954918033,21.0078683834,4.2361533536,4.1485944095,1418,-2.2378,0.17666,-2.4145,-2.8217,3.23,69,"https://www.goodreads.com/search?q=Pascale+Quiviger+Perfect+Circle",0.05
"2006_Salter,James_LastNight_PW.txt","FIC","English","PW","",2006,"Salter","James","LastNight","","AlfredA.Knopf","PEN/FaulknerAwardforFiction","Shortlist","M","US",40342,34,0.0732142857,11.2561383929,4.0454655895,3.0044146026,2011,-2.2212,0.30079,-2.5219,-2.8823,3.86,2496,"https://www.goodreads.com/search?q=James+Salter+Last+Night",0.46
